Artist,Title,Week(s) in Charts,Peak,Week
Justin Bieber + BloodPop®,Friends,23,3,2018-01-28
Justin Bieber & Benny Blanco,Lonely,20,5,2021-03-07
Justin Bieber,Yummy,13,3,2020-04-05
Justin Bieber,What Do You Mean?,38,2,2016-05-22
Justin Bieber,Turn To You (Mother's Day Dedication),1,35,2012-05-27
Justin Bieber,Sorry,45,2,2017-01-22
Justin Bieber,Roller Coaster,1,30,2013-12-08
Justin Bieber,Recovery,1,33,2013-11-10
Justin Bieber,One Time,2,66,2010-04-11
Justin Bieber,Mistletoe,15,18,2021-01-03
Justin Bieber,Love Yourself,58,4,2017-01-22
Justin Bieber,I'll Show You,2,40,2015-11-15
Justin Bieber,Hold Tight,1,25,2013-11-03
Justin Bieber,Hold On,8,16,2021-05-02
Justin Bieber,Change Me,1,34,2013-12-15
Justin Bieber,Boyfriend,18,19,2012-08-05
Justin Bieber,Bad Day,1,28,2013-11-17
Justin Bieber,Anyone,14,12,2021-04-11
Justin Bieber,All That Matters,1,17,2013-10-27
Juri x Bushido,2003,1,39,2020-07-12
Julien Doré,Le lac,4,72,2016-11-20
Julian Perretta,Wonder Why,4,64,2010-11-14
Julian Perretta,Miracle,23,13,2016-08-28
Julia Michaels,Issues,40,22,2017-11-05
Julia Michaels,Heaven,5,69,2018-03-25
Jul feat. Wejdene,Loin de tout,1,92,2020-12-27
Jul feat. Ninho,Tel Me,1,97,2019-06-23
Jul & Sch,Mother Fuck,4,59,2021-01-10
Jul,Italia,2,56,2020-07-05
Juju x Loredana,Kein Wort,9,3,2020-03-22
Juju feat. Henning May,Vermissen,16,13,2020-01-26
Juju [DE],Vertrau mir,1,71,2020-07-26
Juju [DE],Hi Babe,1,84,2019-06-23
Juice WRLD & YoungBoy Never Broke Again,Bandit,8,58,2019-12-22
Juice WRLD & Young Thug,Bad Boy,1,88,2021-01-24
Juice WRLD & The Weeknd,Smile,4,42,2020-09-06
Juice WRLD & Marshmello feat. Polo G & The Kid Laroi,Hate The Other Side,1,86,2020-07-19
Juice WRLD & Marshmello,Come &amp; Go,18,21,2020-11-15
Juice WRLD & Halsey,Life's A Mess,1,58,2020-07-19
Juice WRLD,Wishing Well,2,63,2020-07-26
Juice WRLD,Robbery,1,92,2019-12-15
Juice WRLD,Righteous,3,38,2020-07-19
Juice WRLD,Lucid Dreams (Forget Me),28,22,2020-01-12
Juice WRLD,Fast,1,85,2019-03-17
Juice WRLD,Conversations,1,53,2020-07-19
Judith Van Hel,Fucking Beautiful,2,21,2014-01-05
Juan Magan feat. Pitbull & El Cata,Bailando por el mundo,4,15,2012-02-19
João Lucas & Marcelo,Eu quero tchu eu quero tcha (tchu tcha tcha),2,66,2012-08-19
Joyner Lucas feat. Logic,Isis,1,62,2019-06-02
Joyce Jonathan,Pas besoin de toi,2,64,2010-05-09
Joya Marleen,Nightmare,25,25,2021-03-07
Jovanotti,Tutto l'amore che ho,18,22,2011-05-29
Jovanotti,Baciami ancora,2,54,2010-02-21
José Feliciano,Feliz Navidad,30,4,2021-01-03
Josef Salvat,Diamonds,12,42,2015-02-22
Jose de Rico feat. Henry Mendez,Rayos de sol,24,8,2012-10-07
Jorja Smith feat. Burna Boy,Be Honest,3,51,2019-09-08
Joris,Herz über Kopf,17,26,2016-01-24
Jonathan Jeremiah with The Metropole Orkest,Gold Dust,3,45,2013-02-03
Jonas Brothers feat. Karol G,X,1,79,2020-05-24
Jonas Brothers,What A Man Gotta Do,18,33,2020-05-24
Jonas Brothers,Sucker,28,12,2019-09-15
Jonas Brothers,Only Human,17,48,2020-01-26
Jonas Brothers,Like It's Christmas,4,71,2021-01-03
Jonas Brothers,Cool,1,94,2019-04-14
Jonas Blue| Liam Payne & Lennon Stella,Polaroid,2,96,2019-02-10
Jonas Blue feat. William Singe,Mama,44,6,2018-03-11
Jonas Blue feat. Theresa Rex,What I Like About You,1,76,2019-03-31
Jonas Blue feat. Raye,By Your Side,15,50,2017-02-12
Jonas Blue feat. Jack & Jack,Rise,43,10,2019-04-28
Jonas Blue feat. JP. Cooper,Perfect Strangers,28,8,2017-01-29
Jonas Blue feat. Dakota,Fast Car,41,4,2017-01-08
Jon Bellion,All Time Low,17,41,2017-05-14
Joker Bra & Vize,Baby,8,3,2020-03-29
Joker Bra,Amex Black,2,31,2020-03-01
Johnny Hallyday,Vivre pour le meilleur,2,40,2017-12-17
Johnny Hallyday,Sang pour sang,1,53,2017-12-17
Johnny Hallyday,Requiem pour un fou,2,54,2017-12-17
Johnny Hallyday,Quelque chose de Tennessee,2,25,2017-12-17
Johnny Hallyday,Que je t'aime,2,35,2017-12-17
Johnny Hallyday,Pardonne-moi,1,67,2018-10-28
Johnny Hallyday,Marie,25,7,2017-12-17
Johnny Hallyday,Le pénitencier,1,90,2017-12-17
Johnny Hallyday,Laura,1,62,2017-12-17
Johnny Hallyday,L'envie,2,26,2017-12-17
Johnny Hallyday,Je te promets,2,19,2017-12-17
Johnny Hallyday,J'en parlerai au diable,1,29,2018-10-28
Johnny Hallyday,Diego| libre dans sa tête (Live),2,58,2017-12-17
Johnny Hallyday,Allumer le feu,1,69,2017-12-17
Johnny Clegg & Savuka,Asimbonanga (Mandela),1,45,2013-12-22
Johnny Cash,She Used To Love Me A Lot,1,63,2014-03-30
John Newman,Love Me Again,37,5,2014-04-27
John Newman,Losing Sleep,5,29,2014-06-08
John Newman,Come And Get It,4,29,2015-08-02
John Newman,Cheating,2,56,2014-01-26
John Lundvik,Too Late For Love,1,20,2019-05-26
John Lennon / Plastic Ono Band,Imagine,27,2,2015-11-22
John Legend & The Roots feat. Common & Melanie Fiona,Wake Up Everybody,2,62,2010-10-03
John Legend,Love Me Now,23,14,2017-03-19
John Legend,All Of Me,97,1,2016-01-10
John & Yoko / The Plastic Ono Band with The Harlem Community Choir,Happy Xmas (War Is Over),19,10,2021-01-03
Johannes Oerding,An guten Tagen,1,85,2019-05-19
Johannes Oerding,Alles brennt,4,34,2015-04-19
Joel Corry| Raye & David Guetta,Bed,6,44,2021-05-02
Joel Corry feat. MNEK,Head &amp; Heart,41,4,2021-05-02
Joel Brandenstein,Diese Liebe,1,30,2014-12-21
Joel Adams,Please Don't Go,18,54,2016-10-30
Joe Cocker,You Can Leave Your Hat On,9,13,2014-12-28
Joe Cocker,With A Little Help From My Friends,12,1,2014-12-28
Joe Cocker,Hard Knocks,1,65,2010-10-17
Joe Cocker,Fire It Up,2,50,2012-12-16
Jodlerklub Wiesenberg & Francine Jordi,Das Feyr vo dr Sehnsucht,59,1,2013-04-14
Jessy Matador,Allez ola olé,7,59,2010-08-15
Jessie J feat. Big Sean & Dizzee Rascal,Wild,6,46,2013-09-01
Jessie J feat. B.o.B,Price Tag,36,7,2011-12-11
Jessie J / Ariana Grande / Nicki Minaj,Bang Bang,40,21,2015-05-17
Jessie J,Nobody's Perfect,1,71,2012-11-11
Jessie J,Masterpiece,13,9,2015-05-17
Jessie J,Flashlight,20,28,2015-10-25
Jessie J,Domino,15,25,2012-04-29
Jesse Ritch,Forever &amp; A Day,1,55,2012-10-14
Jess Glynne & Jax Jones,One Touch,1,88,2019-06-02
Jess Glynne,Take Me Home,1,52,2015-12-27
Jess Glynne,Right Here,4,23,2014-10-05
Jess Glynne,I'll Be There,5,66,2018-06-24
Jess Glynne,Hold My Hand,14,20,2015-08-16
Jeremih feat. YG,Don't Tell 'Em,2,70,2014-11-09
Jeremih feat. 50 Cent,Down On Me,1,75,2010-11-28
Jennifer Lopez feat. Wisin,Amor| amor| amor,1,33,2017-11-19
Jennifer Lopez feat. Pitbull,On The Floor,51,1,2012-03-25
Jennifer Lopez feat. Pitbull,Live It Up,9,33,2013-07-28
Jennifer Lopez feat. Pitbull,Dance Again,23,14,2012-11-04
Jennifer Lopez feat. Lil Wayne,I'm Into You,19,22,2011-09-25
Jennifer Lopez feat. Gente De Zona,Ni tú ni yo,6,30,2017-08-20
Jennifer Lopez & Maluma,Pa' ti,1,74,2020-10-04
Jennifer Lopez,Papi,7,37,2011-11-20
Jennifer Lopez,El anillo,1,93,2018-05-06
Jennifer Lopez,Ain't Your Mama,36,16,2017-01-29
Jena Lee,J'aimerais tellement,10,50,2010-01-31
Jeff Buckley,Hallelujah,46,38,2013-12-22
Jedward,Lipstick,3,28,2011-06-19
Jean-Michel Aweh,Raus aus dem Nebel,1,64,2013-01-06
Jean Ferrat,La montagne,1,61,2010-03-28
Jean Ferrat,Aimer à perdre la raison,1,65,2010-03-28
Jay-Z feat. Justin Timberlake,Holy Grail,18,24,2013-11-24
Jay-Z / Linkin Park,Numb / Encore,26,10,2017-07-30
Jay-Z / Kanye West feat. Mr Hudson,Why I Love You,1,52,2011-08-28
Jay-Z / Kanye West,Niggas In Paris,3,43,2013-02-17
Jay-Z + Mr Hudson,Young Forever,11,44,2010-04-25
Jay-Z + Alicia Keys,Empire State Of Mind,69,4,2011-02-27
Jay-Z & Kanye West feat. Otis Redding,Otis,2,61,2011-09-11
Jay Sean feat. Sean Paul,Make My Love Go,3,48,2016-05-29
Jay Sean feat. Lil Wayne,Down,42,8,2011-05-29
Jay Santos,Caliente,14,12,2013-09-08
Jax Jones feat. Raye,You Don't Know Me,32,5,2018-01-07
Jax Jones feat. Ina Wroldsen,Breathe,25,13,2018-07-08
Jax Jones & Martin Solveig present Europa feat. Madison Beer,All Day And Night,5,77,2019-07-14
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),46,1,2021-05-02
Jason Mraz,Love Someone,2,55,2014-07-20
Jason Mraz,I Won't Give Up,15,28,2012-11-04
Jason Derulo x Puri x Jhorrmountain,Coño,8,74,2020-09-13
Jason Derulo x Nuka,Love Not War (The Tampa Beat),23,5,2021-05-02
Jason Derulo x David Guetta feat. Nicki Minaj and Willy William,Goodbye,11,50,2018-11-18
Jason Derulo feat. Snoop Dogg,Wiggle,25,8,2014-11-09
Jason Derulo feat. Pitbull,Fire,1,73,2013-10-06
Jason Derulo feat. Nicki Minaj & Ty Dolla $ign,Swalla,37,14,2018-01-07
Jason Derulo feat. French Montana,Tip Toe,24,22,2018-05-06
Jason Derulo feat. Adam Levine,Lifestyle,5,66,2021-03-07
Jason Derulo feat. 2 Chainz,Talk Dirty,27,4,2014-04-06
Jason Derulo,Whatcha Say,20,5,2010-06-20
Jason Derulo,Want To Want Me,40,3,2016-01-17
Jason Derulo,Trumpets,7,43,2014-07-06
Jason Derulo,The Other Side,19,19,2013-10-06
Jason Derulo,Take You Dancing,38,11,2021-04-25
Jason Derulo,Ridin' Solo,10,45,2010-12-12
Jason Derulo,Marry Me,11,40,2014-05-04
Jason Derulo,It Girl,7,30,2012-01-29
Jason Derulo,In My Head,31,20,2011-03-13
Jason Derulo,If It Ain't Love,8,58,2016-07-17
Jason Derulo,If I'm Lucky,9,77,2017-11-12
Jason Derulo,Don't Wanna Go Home,20,18,2011-11-06
Jason Derulo,Colors,9,63,2018-07-22
Jason Derulo,Breathing,20,7,2012-07-22
Jasmine Thompson,Adore,6,39,2015-10-11
Jarryd James,Do You Remember,2,73,2015-08-23
Jan-Marten Block,Never Not Try,2,13,2021-04-18
Jan Sievers,Die Suche,1,59,2010-08-08
Jan Oliver,Stay Young,1,61,2013-07-21
Jan Delay,St. Pauli,6,27,2014-05-11
Jan Delay,Oh Jonny,22,19,2010-01-24
Jan Delay,Hoffnung,1,68,2010-03-21
Jamule x Santos,Fastlane,3,29,2020-08-23
Jamule x Luciano,Athen,1,48,2019-12-08
Jamule x Cro,1000 Hits,3,30,2019-11-24
Jamule feat. Chilla,13,2,37,2020-09-06
Jamule feat. Capital Bra,No comprendo,3,16,2021-03-07
Jamule,Schiebedach,1,92,2020-02-23
Jamule,Scheiss drauf,1,65,2020-05-17
Jamule,Overdose,4,26,2021-05-02
Jamule,Moneyhoneydrip,2,44,2019-10-20
Jamule,MedMen,2,35,2020-07-05
Jamule,Liege wieder wach,1,16,2021-05-02
Jamule,Ich hol dich ab,3,38,2020-02-02
Jamule,Blutige Tränen x Rockstar,1,78,2020-12-27
Jamiroquai,White Knuckle Ride,11,20,2010-12-19
Jamiroquai,Cloud 9,1,80,2017-04-09
Jamie-Lee Kriewitz,Ghost,1,26,2015-12-27
James Newton Howard feat. Jennifer Lawrence,The Hanging Tree,19,4,2015-11-29
James Morrison feat. Jessie J,Up,4,37,2012-02-12
James Morrison,I Won't Let You Go,21,3,2015-03-22
James Hype feat. Kelli-Leigh,More Than Friends,6,29,2018-03-04
James Gruntz,You,5,46,2017-09-24
James Gruntz,Heart Keeps Dancing,12,30,2015-03-08
James Blunt,When I Find Love Again,2,59,2014-12-14
James Blunt,The Truth,1,55,2019-11-03
James Blunt,The Only One,1,49,2013-11-03
James Blunt,Stay The Night,22,1,2011-05-01
James Blunt,Postcards,19,31,2014-11-23
James Blunt,Love Me Better,1,87,2017-02-05
James Blunt,I'll Be Your Man,2,64,2011-09-25
James Blunt,Heart To Heart,7,23,2014-05-11
James Blunt,Goodbye My Lover,34,19,2011-10-16
James Blunt,Don't Give Me Those Eyes,3,27,2018-01-07
James Blunt,Cold,4,59,2019-11-24
James Blunt,Champions,1,65,2019-10-13
James Blunt,Bonfire Heart,26,1,2014-08-03
James Bay feat. Julia Michaels,Peer Pressure,1,88,2019-03-03
James Bay,Let It Go,1,94,2016-11-27
James Bay,Hold Back The River,30,4,2015-08-02
James Arthur & Anne-Marie,Rewrite The Stars,6,44,2019-01-20
James Arthur,You're Nobody 'Til Somebody Loves You,4,38,2013-12-22
James Arthur,You Deserve Better,1,72,2018-06-10
James Arthur,Train Wreck,14,44,2021-02-14
James Arthur,Say You Won't Let Go,35,4,2017-05-14
James Arthur,Quite Miss Home,1,56,2019-10-27
James Arthur,Naked,22,8,2018-05-06
James Arthur,Medicine,1,98,2021-03-14
James Arthur,Impossible,63,2,2014-04-27
James Arthur,Get Down,7,28,2014-06-08
James Arthur,Falling Like The Stars,17,28,2019-10-27
James Arthur,Empty Space,13,40,2019-02-10
Jamala,1944,1,73,2016-05-22
Jam & Spoon feat. Plavka vs. David May & Amfree,Right In The Night 2013,1,66,2013-05-12
Jalil x Bonez MC,NBA,1,54,2021-02-14
Jalil / Samra,45,1,68,2020-05-24
Jain,Come,1,75,2016-04-03
Jain,Alright,13,38,2018-10-14
Jackson 5,I Saw Mommy Kissing Santa Claus,1,100,2019-12-29
Jackboys feat. Young Thug,Out West,2,34,2020-01-12
Jackboys feat. Don Toliver,What To Do?,2,32,2020-01-12
Jackboys & Sheck Wes,Gang Gang,2,25,2020-01-12
Jack Savoretti,Home,1,71,2015-08-30
Jack Johnson,You And Your Heart,12,23,2010-08-29
Jack Holiday & Mike Candys,The Riddle Anthem,6,26,2013-02-10
Jack Harlow,Whats Poppin,34,33,2020-11-08
Jack Harlow,Tyler Herro,4,82,2020-11-22
Jabberwocky feat. Elodie Wildstars,Photomaton,19,10,2014-04-20
JP Saxe feat. Julia Michaels,If The World Was Ending,19,56,2020-05-17
JP Cooper,September Song,22,29,2017-10-15
J. Cole,Photograph,1,87,2018-04-29
J. Cole,Neighbors,1,96,2016-12-18
J. Cole,Middle Child,8,28,2019-03-24
J. Cole,KOD,2,42,2018-05-06
J. Cole,Immortal,1,75,2016-12-18
J. Cole,Deja Vu,2,46,2016-12-25
J. Cole,ATM,1,67,2018-04-29
J. Balvin x Jeon x Anitta,Machika,2,94,2018-02-04
J-Ax con Il Cile,Maria Salvador,6,44,2015-08-23
J-Ax & Fedez vs. T-Pain,Senza pagare,7,52,2017-08-13
J-Ax & Fedez,Italiana,5,20,2018-06-10
J-Ax,Ostia lido,7,79,2019-08-18
J Balvin feat. Pharrell Williams| Bia & Sky,Safari,10,76,2017-02-05
J Balvin / Dua Lipa / Bad Bunny / Tainy,Un día (One Day),16,30,2020-11-15
J Balvin & Willy William feat. Beyoncé,Mi gente,9,16,2017-12-03
J Balvin & Willy William,Mi gente,37,4,2018-06-03
J Balvin & Khalid,Otra noche sin ti,3,39,2021-05-02
J Balvin & Bad Bunny,Qué pretendes,4,31,2019-07-28
J Balvin,Rojo,16,40,2020-06-28
J Balvin,Ginza,21,33,2016-07-17
J Balvin,Amarillo,4,44,2020-04-19
Iyaz,Replay,32,1,2010-09-19
Ivy Quainoo,You Got Me,1,61,2012-06-24
Ivy Quainoo,Do You Like What You See,6,12,2012-03-25
Ivi Adamou,La La Love,1,66,2012-06-10
ItaloBrothers,This Is Nightlife,8,22,2013-08-04
ItaloBrothers,Summer Air,20,36,2017-11-26
ItaloBrothers,My Life Is A Party,1,62,2012-08-12
Israel IZ Kamakawiwo'ole,Over The Rainbow,68,3,2012-03-04
Isabell Schmidt,Heimweh,1,62,2012-12-23
Irma [FR],I Know,10,42,2011-06-19
Irama,Mediterranea,3,92,2020-08-02
Irama,La ragazza con il cuore di latta,1,58,2019-02-17
Irama,La genesi del tuo colore,1,75,2021-03-14
Ira May | Noah Veraguth | Lo & Leduc,Dynamite,6,21,2014-09-14
Ira May,Lonely,1,65,2014-02-02
Ira May,Let You Go,1,73,2013-07-21
Ira May,Bigger Plan,1,73,2014-02-02
Internet Money & Gunna feat. Don Toliver & Nav,Lemonade,37,3,2021-05-02
Inna feat. J Balvin,Cola Song,1,36,2014-06-29
Inna feat. Flo Rida,Club Rocker,2,64,2012-01-22
Inna Modja,French Cancan (Monsieur Sainte Nitouche),4,60,2011-09-18
Inna,Sun Is Up,30,3,2011-09-25
Inna,Hot,29,17,2010-09-26
Inna,Amazing,8,10,2010-10-17
Ini Kamoze,Here Comes The Hotstepper,23,4,2013-05-26
Indochine,La vie est belle,1,73,2017-06-18
Indila,S.O.S,6,60,2014-08-24
Indila,Dernière danse,25,15,2015-03-22
Imany,Don't Be So Shy (Filatov &amp; Karas Remix),51,3,2017-06-18
Imagine Dragons,Zero,1,76,2018-09-30
Imagine Dragons,Whatever It Takes,46,6,2018-07-29
Imagine Dragons,Walking The Wire,1,80,2017-06-25
Imagine Dragons,Thunder,54,2,2018-06-17
Imagine Dragons,Radioactive,63,5,2015-03-22
Imagine Dragons,On Top Of The World,26,14,2014-08-17
Imagine Dragons,Next To Me,13,51,2018-08-12
Imagine Dragons,Natural,44,3,2019-05-19
Imagine Dragons,It's Time,17,38,2013-06-23
Imagine Dragons,I Bet My Life,1,71,2015-03-29
Imagine Dragons,Follow You,7,25,2021-05-02
Imagine Dragons,Demons,44,8,2014-10-19
Imagine Dragons,Boomerang,1,70,2018-11-18
Imagine Dragons,Birds,18,30,2019-12-08
Imagine Dragons,Believer,71,6,2019-02-17
Imagine Dragons,Bad Liar,45,4,2019-10-13
Ilinca feat. Alex Florea,Yodel It!,1,50,2017-05-21
Il Volo,Grande amore,4,19,2015-06-07
Iggy Azalea feat. Rita Ora,Black Widow,22,28,2015-02-08
Iggy Azalea feat. Charli XCX,Fancy,12,47,2014-10-05
Icona Pop feat. Charli XCX,I Love It,45,10,2013-10-06
Icona Pop,Girlfriend,1,73,2013-08-18
Icona Pop,All Night,1,75,2013-12-01
Ich + Ich,Pflaster,24,6,2010-05-16
INTRESSTandLOUIS feat. DRM Fly,Don't Break My Drum,1,20,2016-05-22
INTRESSTandLOUIS,Find You,1,14,2015-05-17
ICF Zürich feat. Jorge Mhondera,Rise Up,2,40,2013-05-26
ICF Zürich,Take A Stand,2,12,2011-10-30
ICF Worship,Unstoppable,1,49,2017-10-01
ICF Worship,Higher,1,16,2015-01-25
Härz,Sonä Momänt,5,11,2018-12-30
Hurts,Wonderful Life,36,4,2011-05-08
Hurts,Stay,25,6,2011-07-17
Hurts,Somebody To Die For,5,62,2014-03-09
Hurts,Some Kind Of Heaven,2,66,2015-09-20
Hurts,Miracle,6,27,2013-04-21
Hurts,Blood Tears &amp; Gold,4,54,2011-11-13
Hurts,Better Than Love,1,56,2010-09-12
Huncho Jack feat. Offset,Dubai Shit,1,84,2017-12-31
Huncho Jack,Modern Slavery,1,83,2017-12-31
Huncho Jack,Black &amp; Chinese,1,92,2017-12-31
Huky,Kids Of The Sun,1,57,2017-08-27
Hugel feat. Amber Van Day,WTF,1,96,2019-01-27
Hozier,Take Me To Church,68,1,2016-11-13
Hoodie Allen feat. Ed Sheeran,All About It,7,34,2015-05-03
Hippie Sabotage,Devil Eyes,8,74,2021-04-04
Heuss L'Enfoiré x Jul,Moulaga,8,42,2020-02-09
Herbert Grönemeyer,Sekundenglück,1,100,2019-01-06
Herbert Grönemeyer,Schiffsverkehr,3,45,2011-04-10
Herbert Grönemeyer,Morgen,6,12,2014-12-21
Herbert Grönemeyer,Der Weg,18,35,2019-03-31
Hera Björk,Je ne sais quoi,1,64,2010-06-13
Helping Haiti,Everybody Hurts,2,16,2010-03-07
Helene Fischer,Und morgen früh küss' ich dich wach,1,61,2013-05-26
Helene Fischer,Phänomen,1,71,2013-05-26
Helene Fischer,Nur mit dir,2,52,2017-05-28
Helene Fischer,Ich will immer wieder... dieses Fieber spür'n,2,55,2013-12-01
Helene Fischer,Herzbeben,13,16,2018-01-21
Helene Fischer,Flieger,4,12,2017-06-11
Helene Fischer,Fehlerfrei,2,41,2013-10-20
Helene Fischer,Atemlos durch die Nacht,80,2,2016-01-10
Helene Fischer,Achterbahn,3,25,2017-11-05
Heimweh mit Francine Jordi,Heicho,1,47,2019-09-22
Heimweh,Zämehäbe,1,10,2020-04-19
Heimweh,Vom Gipfel is Tal,1,68,2018-09-02
Heimweh,Stets i Truure,1,86,2017-10-29
Heimweh,Dankbarkeit,1,83,2017-12-03
Heimweh,Blueme,4,10,2017-11-19
Hecht,Nur 1 Minute,1,28,2020-11-08
Hecht,Kawasaki,30,26,2018-08-26
Hecht,Heicho,2,83,2018-08-26
Hecht,Charlotta,4,76,2018-07-22
Hecht,Besch ready für die Liebi vo mer?,25,9,2020-02-23
Headie One x Drake,Only You Freestyle,1,75,2020-08-02
Headie One feat. AJ Tracey & Stormzy,Ain't It Different,2,65,2020-11-22
Hava,Molim,1,84,2020-11-22
Hava,Krank,1,93,2020-06-14
Hatik,Angela,14,57,2020-09-13
Harry Styles,Watermelon Sugar,53,3,2021-05-02
Harry Styles,Sign Of The Times,46,4,2018-03-18
Harry Styles,Lights Up,7,22,2019-12-01
Harry Styles,Falling,1,55,2020-10-25
Harry Styles,Adore You,22,35,2020-05-10
Hans Zimmer,Time,1,70,2010-08-15
Hamza feat. Zed,Réel,1,97,2021-02-14
Hamza feat. Damso,God Bless,2,75,2020-01-05
Halsey,You Should Be Sad,19,32,2020-05-24
Halsey,Without Me,34,6,2019-06-02
Halsey,Now Or Never,8,77,2017-07-09
Halsey,Nightmare,2,61,2019-06-02
Halsey,Graveyard,1,75,2019-09-22
Hailee Steinfeld x BloodPop®,Capital Letters,8,31,2018-04-08
Hailee Steinfeld & Grey feat. Zedd,Starving,24,45,2017-02-05
Hailee Steinfeld & Alesso feat. Florida Georgia Line & Watt,Let Me Go,17,60,2018-03-25
Hailee Steinfeld,Love Myself,9,64,2015-12-13
Haftbefehl x Shirin David,Conan x Xenia,2,19,2020-05-24
Haftbefehl feat. Soufian,Wieder am Block,1,39,2021-02-21
Haftbefehl & Shindy,KMDF,1,33,2020-06-14
Haftbefehl,RADW,1,93,2020-04-05
Haftbefehl,Offen / Geschlossen,1,85,2021-03-21
Haftbefehl,Bolon,1,70,2020-03-22
HVME,Goosebumps,28,12,2021-05-02
Gölä / Trauffer,Oh Wiehnachtszyt,2,19,2019-12-15
Gölä / Trauffer,Maa gäge Maa,5,24,2019-09-01
Gölä / Trauffer,Büetzer Buebe,2,15,2019-05-12
Gölä,Ängu u Dämone,3,50,2012-08-12
Gölä,We d'Bärge vergheie,2,20,2021-02-07
Gölä,Uf u dervo,1,97,2017-10-08
Gölä,SCL,1,13,2018-12-16
Gölä,Keini Träne meh,29,7,2017-10-08
Gölä,Indianer,12,12,2018-01-21
Gölä,Eines Tages,2,89,2016-10-23
Gölä,Ds erscht Mau,1,73,2014-05-11
Gölä,Dr Himu brönnt,11,27,2014-06-08
Gölä,D'Stärne,5,14,2016-11-06
Gölä,Büetzer,1,73,2017-10-01
Gzuz| LX| Bonez MC & Maxwell,10 Jahre,1,52,2016-12-25
Gzuz| Bonez MC & Sa4 feat. RAF Camora,Meine Sprache,1,94,2016-12-25
Gzuz feat. LX,Drück drück,2,76,2018-04-15
Gzuz feat. Bonez MC| Maxwell & Ufo361,Über Nacht,3,22,2018-06-10
Gzuz feat. Bonez MC| Gallo Nero,Kriminell,1,58,2020-02-23
Gzuz feat. Bonez MC,Was erlebt,3,18,2018-05-20
Gzuz feat. Bonez MC,Verkackt,3,22,2020-03-08
Gzuz,¿Was hast du gedacht?,2,29,2018-02-25
Gzuz,¿Warum?,4,14,2018-06-10
Gzuz,Wolke 7,2,21,2018-06-10
Gzuz,Vor der Tür,6,16,2020-02-02
Gzuz,Donuts,6,3,2020-03-08
Gypsy & The Cat,Jona Vark,4,61,2011-09-18
Gym Class Heroes feat. Adam Levine,Stereo Hearts,12,28,2012-03-11
Gwen Stefani feat. Blake Shelton,You Make It Feel Like Christmas,3,62,2019-12-29
Guy Sebastian,Tonight Again,1,47,2015-05-31
Gusttavo Lima,Balada,27,1,2013-01-13
Gustav,100'000 gouttes d'eau,2,61,2013-01-06
Guru Project feat. Tanja La Croix,Celebrate The Spirit Of Street Parade,1,45,2010-08-29
Guru Josh Project,Infinity 2008,85,2,2010-08-01
Guru Josh & DJ Igor Blaska,Eternity,10,24,2010-05-16
Guru Josh,Infinity 2012,12,16,2012-09-09
Guns N' Roses,Knockin' On Heaven's Door,31,5,2015-03-15
Gunna feat. Young Thug,Dollaz On My Head,1,62,2020-05-31
Gunna feat. Travis Scott,Top Floor,1,78,2020-05-31
Gunna,Wunna,1,69,2020-05-31
Guillermo Sorya,Dr Sidi Abdel Assar vo El Hama,1,70,2011-02-20
Guillaume Grand,Toi et moi,4,60,2011-01-23
Gucci Mane| Bruno Mars & Kodak Black,Wake Up In The Sky,1,95,2018-09-23
Gucci Mane feat. Migos,I Get The Bag,1,100,2017-10-22
Guano Apes,Open Your Eyes,18,11,2011-04-17
Guano Apes,Oh What A Night,1,51,2011-04-17
Gringo| Capital Bra & Kalazh44 feat. HK,Khabib,1,95,2019-02-24
Gringo x Summer Cem,Pablo &amp; Sosa,1,91,2020-08-09
Gringo x RAF Camora,Barcelona,2,35,2019-09-29
Gringo x Bonez MC,Dschinni,1,48,2019-02-03
Gringo feat. 6ix9ine,Gigi (Zkittlez),5,29,2018-09-09
Gringo,Pink Panther,1,100,2019-10-20
Gregor Meyle,Niemand,2,45,2014-06-01
Gregor Meyle,Keine ist wie du,3,5,2014-10-26
Gregor Meyle,Du bist das Licht,1,47,2014-06-01
Green Shoe Studio feat. Jacob Colgan & Fred Stobaugh,Oh Sweet Lorraine,3,31,2013-12-29
Green Montana feat. Booba,Tout gâcher,1,80,2020-10-25
Green Day,Oh Love,1,65,2012-09-16
Green Day,21 Guns,30,13,2010-02-28
Grand Corps Malade & Camille Lellouche,Mais je t'aime,2,41,2020-07-05
Grand Corps Malade,Dimanche soir,1,95,2018-02-25
Gramophonedzie,Why Don't You,1,61,2010-09-05
Gradur feat. Heuss L'Enfoiré,Ne reviens pas,19,21,2020-07-05
Gradur,Rari,1,78,2019-10-13
Grace feat. G-Eazy,You Don't Own Me,5,60,2016-03-20
Gotye feat. Kimbra,Somebody That I Used To Know,58,2,2014-01-05
Gotthard,Tears To Cry,2,61,2010-10-24
Gotthard,Stay With Me,1,100,2016-11-27
Gotthard,Starlight,1,25,2012-05-06
Gotthard,Remember It's Me,2,58,2012-01-29
Gotthard,One Life| One Soul,15,4,2010-11-21
Gotthard,Need To Believe,3,28,2010-10-31
Gotthard,Lift 'U' Up,26,3,2010-10-24
Gotthard,Let It Rain,20,10,2010-10-31
Gotthard,Homerun,5,61,2010-10-24
